state,pincode,total_updates,state_contribution_pct,is_hotspot
rajasthan,302012,44452.0,1.0514799890717232,True
telangana,500053,21202.0,1.0430482472538933,True
assam,781315,11134.0,0.9838931025859227,True
uttarpradesh,244001,105937.0,0.9685248840415969,True
maharashtra,431001,82980.0,0.9578294186374813,True
madhyapradesh,451666,58770.0,0.9442219784414698,True
westbengal,743329,34170.0,0.9352921275610363,True
rajasthan,334001,39037.0,0.923392070849295,True
telangana,509001,18731.0,0.9214855541605828,True
bihar,855101,53691.0,0.9062391606514876,True
telangana,509125,18374.0,0.9039226721556002,True
telangana,500055,17951.0,0.883112870788352,True
telangana,500018,17860.0,0.8786360577282585,True
madhyapradesh,457001,53571.0,0.8606927957646414,True
telangana,500008,17227.0,0.8474951492992557,True
rajasthan,342001,35747.0,0.8455694944962406,True
rajasthan,301001,35702.0,0.8445050519625364,True
uttarpradesh,202001,91042.0,0.8323479284189192,True
madhyapradesh,486661,51656.0,0.8299256511548845,True
uttarpradesh,283203,89314.0,0.8165497559237204,True
gujarat,382330,26298.0,0.7770355817765093,True
bihar,855107,45874.0,0.7742976524133717,True
westbengal,733207,28201.0,0.7719102513710502,True
madhyapradesh,451551,47614.0,0.7649852863963271,True
uttarpradesh,247001,82733.0,0.7563832205123179,True
westbengal,733134,27433.0,0.7508887601809162,True
odisha,764043,18100.0,0.7471062017657298,True
rajasthan,305001,31398.0,0.7426970371833431,True
westbengal,733202,26992.0,0.7388178257865815,True
karnataka,560045,20826.0,0.7349243637695628,True
westbengal,732125,26664.0,0.7298398972574618,True
bihar,854315,42839.0,0.7230705221200774,True
madhyapradesh,486886,44970.0,0.7225057405225949,True
maharashtra,421302,62462.0,0.7209923011199609,True
gujarat,382721,24281.0,0.7174386250329083,True
gujarat,360003,24082.0,0.711558707139018,True
westbengal,742202,25812.0,0.706519180468407,True
gujarat,389151,23819.0,0.703787760374731,True
gujarat,380001,23748.0,0.7016899002216346,True
bihar,854317,41034.0,0.6926043045980358,True
madhyapradesh,450331,43085.0,0.6922205877344006,True
karnataka,560068,19526.0,0.6890489353195276,True
uttarpradesh,244901,74964.0,0.6853554415104662,True
karnataka,560091,19159.0,0.6760979489801716,True
madhyapradesh,476001,41720.0,0.6702899598532945,True
gujarat,385535,22430.0,0.6627465244218992,True
gujarat,382350,22379.0,0.6612396107908017,True
andhrapradesh,517501,26233.0,0.6588027886044923,True
westbengal,743502,23742.0,0.6498596924949992,True
karnataka,560064,18326.0,0.6467023859810337,True
rajasthan,306401,25990.0,0.6147746989106022,True
rajasthan,304001,25617.0,0.6059516530201191,True
karnataka,563101,17166.0,0.6057673882871561,True
andhrapradesh,517425,24058.0,0.6041808976574115,True
madhyapradesh,473001,37342.0,0.599951286693234,True
westbengal,743338,21803.0,0.5967859015865751,True
odisha,764073,14333.0,0.5916173033098455,True
odisha,764072,14206.0,0.5863751769217657,True
bihar,855113,34547.0,0.5831115882182664,True
westbengal,733210,21272.0,0.5822515111933966,True
maharashtra,431122,49589.0,0.5724006150977833,True
maharashtra,423203,49211.0,0.5680374008263328,True
westbengal,743503,20660.0,0.5655000104012587,True
bihar,845438,33423.0,0.564139827279333,True
rajasthan,341001,23779.0,0.5624750890879265,True
karnataka,581115,15828.0,0.5585509857747354,True
karnataka,580024,15683.0,0.5534341110630008,True
karnataka,583101,15574.0,0.5495876328314209,True
andhrapradesh,517325,21855.0,0.5488558283441154,True
karnataka,585104,15543.0,0.5484936803068431,True
westbengal,742135,20017.0,0.5478999858761856,True
westbengal,733208,19930.0,0.5455186450773033,True
odisha,764074,13203.0,0.5449747614316537,True
karnataka,560032,15242.0,0.5378717541811042,True
rajasthan,321001,22663.0,0.5360769142520576,True
rajasthan,344001,22639.0,0.5355092115674153,True
karnataka,561203,14941.0,0.5272498280553652,True
westbengal,743355,19094.0,0.5226358760213762,True
maharashtra,400612,45256.0,0.5223852515046741,True
karnataka,560026,14743.0,0.5202626474145138,True
karnataka,560100,14646.0,0.5168396346763189,True
andhrapradesh,515001,20523.0,0.5154046289227308,True
kerala,673639,7985.0,0.5130992932274105,True
uttarpradesh,201102,55934.0,0.5113744099227152,True
westbengal,743349,18664.0,0.5108660306935668,True
bihar,854311,30260.0,0.5107522117545588,True
andhrapradesh,518360,20282.0,0.5093522722706634,True
bihar,854318,29635.0,0.500202967460223,True
kerala,673638,7758.0,0.4985127510154354,True
karnataka,584128,14097.0,0.4974660883539579,True
odisha,764076,12027.0,0.4964334966097476,True
uttarpradesh,262122,53528.0,0.4893776489137751,True
andhrapradesh,533101,19332.0,0.48549443484550164,True
bihar,843302,28694.0,0.48432002525067114,True
maharashtra,421301,41569.0,0.47982659801568406,True
andhrapradesh,518501,18228.0,0.45776911640615586,True
uttarpradesh,250002,48865.0,0.4467463535751685,True
andhrapradesh,518002,17749.0,0.4457397436412585,True
andhrapradesh,518001,17729.0,0.4452374733796761,True
andhrapradesh,518301,17641.0,0.4430274842287138,True
uttarpradesh,201001,48338.0,0.44192827666257023,True
bihar,854304,26112.0,0.4407389872219114,True
uttarpradesh,262001,48051.0,0.4393043903743052,True
andhrapradesh,517247,17427.0,0.4376531924297826,True
maharashtra,400043,37512.0,0.43299707341442756,True
uttarpradesh,242001,47357.0,0.4329595224856084,True
odisha,766105,10355.0,0.4274190452643167,True
maharashtra,401107,36951.0,0.42652150937663985,True
maharashtra,413512,36891.0,0.42582893568275876,True
maharashtra,410206,36172.0,0.41752959425108427,True
odisha,764044,10077.0,0.4159441544305668,True
tamilnadu,600053,18068.0,0.40411586235278724,True
odisha,764002,9772.0,0.40335479578202826,True
uttarpradesh,245101,43902.0,0.4013723199561454,True
andhrapradesh,515865,15915.0,0.3996815606541568,True
odisha,765015,9680.0,0.39955734989460023,True
uttarpradesh,201301,43600.0,0.39861129675385953,True
andhrapradesh,522601,15505.0,0.38938502029171856,True
odisha,764052,9365.0,0.38655522538873255,True
kerala,676123,5973.0,0.38381240807104866,True
uttarpradesh,208001,41974.0,0.3837456552740023,True
andhrapradesh,522001,15190.0,0.3814742636717965,True
uttarpradesh,203001,41535.0,0.37973211492365955,True
andhrapradesh,516360,15074.0,0.37856109615461886,True
kerala,676304,5804.0,0.3729528237810759,True
uttarpradesh,250001,40766.0,0.37270156246485864,True
uttarpradesh,251001,39963.0,0.36536016633427726,True
kerala,673641,5675.0,0.36466355529938077,True
kerala,673612,5607.0,0.3602940184253089,True
kerala,673572,5590.0,0.3592016342067909,True
kerala,676503,5482.0,0.35226178152444143,True
kerala,671321,5400.0,0.34699263411747244,True
kerala,676552,5388.0,0.3462215393749891,True
kerala,676306,5363.0,0.34461509199481566,True
maharashtra,425412,29813.0,0.34412832559459183,True
maharashtra,431203,29590.0,0.3415542600323339,True
andhrapradesh,518003,13567.0,0.3407150319443887,True
kerala,673579,5279.0,0.3392174287974328,True
kerala,695501,5271.0,0.33870336563577724,True
maharashtra,431715,29114.0,0.3360598420608777,True
andhrapradesh,522503,13361.0,0.3355416482500904,True
uttarpradesh,274304,36624.0,0.334833489273242,True
kerala,676551,5196.0,0.3338840234952568,True
andhrapradesh,518222,13218.0,0.3319504158797766,True
maharashtra,445204,28672.0,0.33095788251595404,True
andhrapradesh,524002,13172.0,0.3307951942781372,True
maharashtra,422003,28601.0,0.3301383369781948,True
kerala,670645,5133.0,0.32983577609721965,True
maharashtra,401209,28568.0,0.32975742144656023,True
tamilnadu,600077,14738.0,0.32963579695347456,True
maharashtra,431712,27306.0,0.3151902880852623,True
tamilnadu,635109,13670.0,0.30574849669928056,True
tamilnadu,631502,13109.0,0.293200954150027,True
tamilnadu,600012,12820.0,0.28673706859435094,True
tamilnadu,625016,12803.0,0.2863568400322523,True
tamilnadu,600039,12499.0,0.27955745868648924,True
tamilnadu,600021,12245.0,0.27387639664101615,True
tamilnadu,625009,11973.0,0.26779273964743866,True
tamilnadu,625531,11715.0,0.2620222120579424,True
tamilnadu,600019,11319.0,0.2531651231996457,True
tamilnadu,600081,11243.0,0.25146527786320494,True
tamilnadu,637411,11164.0,0.24969833336874678,True
tamilnadu,600100,11030.0,0.24670123764396965,True
tamilnadu,641603,10962.0,0.24518032339557524,True
tamilnadu,626001,10932.0,0.2445093318154013,True
tamilnadu,641001,10555.0,0.23607720429121484,True
tamilnadu,600099,10327.0,0.2309776682818925,True
tamilnadu,625020,10205.0,0.22824896918918497,True
tamilnadu,628002,10135.0,0.22668332216877898,True
tamilnadu,635001,9751.0,0.21809462994255197,True
