state,month,total_updates,total_enrolments,monthly_intensity_idx,is_peak_month
assam,7.0,11433.0,650.0,1.0103143435828734,False
assam,8.0,14667.0,3453.0,1.296097304061052,False
assam,9.0,58056.0,3039.0,5.130307839678764,False
assam,10.0,208155.0,12980.0,18.39429565192802,True
assam,11.0,84645.0,34419.0,7.479931567617627,False
assam,12.0,58628.0,22300.0,5.180854485749734,False
bihar,1.0,3709474.0,174701.0,62.61142531912724,True
bihar,2.0,49111.0,8425.0,0.8289341585485323,False
bihar,3.0,290672.0,7538.0,4.9061910719313175,False
bihar,4.0,72020.0,6117.0,1.2156103133445724,False
bihar,5.0,40022.0,2474.0,0.6755228542165576,False
bihar,6.0,51552.0,6923.0,0.8701352801102387,False
bihar,7.0,14164.0,1541.0,0.23907115354363404,False
bihar,8.0,75186.0,7869.0,1.2690485562222302,False
bihar,9.0,354821.0,9264.0,5.988948444754714,False
bihar,10.0,641069.0,30383.0,10.820467758476696,True
bihar,11.0,376130.0,112309.0,6.348618538715551,False
bihar,12.0,250374.0,94191.0,4.226009672220688,False
chandigarh,1.0,82290.0,136.0,76.50542482870185,True
chandigarh,2.0,312.0,20.0,0.2900679614358364,False
chandigarh,3.0,921.0,15.0,0.8562583092384786,False
chandigarh,4.0,4336.0,34.0,4.031200899954444,False
chandigarh,5.0,2116.0,39.0,1.9672557897379161,False
chandigarh,6.0,1639.0,35.0,1.5237865025427433,False
chandigarh,7.0,2360.0,16.0,2.1941038108608137,False
chandigarh,8.0,597.0,45.0,0.5550338877474178,False
chandigarh,9.0,2056.0,46.0,1.9114734894617937,False
chandigarh,10.0,4908.0,284.0,4.562992162586811,False
chandigarh,11.0,3535.0,774.0,3.2865071912682104,False
chandigarh,12.0,2490.0,577.0,2.314965461459079,False
chhatisgarh,1.0,1815230.0,13379.0,65.56384079576833,True
chhatisgarh,2.0,12714.0,1432.0,0.4592138031419702,False
chhatisgarh,3.0,84935.0,1271.0,3.067746135745103,False
chhatisgarh,4.0,39344.0,989.0,1.421056148404725,False
chhatisgarh,5.0,21930.0,467.0,0.7920842144803686,False
chhatisgarh,6.0,99322.0,1139.0,3.587386609695356,False
chhatisgarh,7.0,24507.0,173.0,0.8851622364008388,False
chhatisgarh,8.0,31503.0,1801.0,1.1378490200079823,False
chhatisgarh,9.0,80423.0,1953.0,2.904778330194012,False
chhatisgarh,10.0,263560.0,9257.0,9.51945807425654,False
chhatisgarh,11.0,196801.0,27219.0,7.108206360873279,False
chhatisgarh,12.0,98375.0,19780.0,3.5531821522802667,False
dadraandnagarhavelianddamananddiu,1.0,24772.0,737.0,68.67947544983227,True
dadraandnagarhavelianddamananddiu,2.0,324.0,20.0,0.8982782999251435,False
dadraandnagarhavelianddamananddiu,3.0,1302.0,27.0,3.609747983032521,False
dadraandnagarhavelianddamananddiu,4.0,959.0,11.0,2.6587928692228786,False
dadraandnagarhavelianddamananddiu,5.0,127.0,4.0,0.352102913859547,False
dadraandnagarhavelianddamananddiu,6.0,197.0,4.0,0.5461753860655965,False
dadraandnagarhavelianddamananddiu,7.0,19.0,0.0,0.05267681388449916,False
dadraandnagarhavelianddamananddiu,8.0,474.0,24.0,1.3141478832238211,False
dadraandnagarhavelianddamananddiu,9.0,1374.0,37.0,3.8093653830158862,False
dadraandnagarhavelianddamananddiu,10.0,2591.0,71.0,7.183453935512491,False
dadraandnagarhavelianddamananddiu,11.0,2641.0,303.0,7.322077129945383,False
dadraandnagarhavelianddamananddiu,12.0,1288.0,213.0,3.570933488591311,False
delhi,1.0,1394559.0,39348.0,76.59806911825045,True
delhi,2.0,6359.0,859.0,0.349276811897492,False
delhi,3.0,38595.0,779.0,2.1198834022933957,False
delhi,4.0,60522.0,922.0,3.324254003720713,False
delhi,5.0,34844.0,239.0,1.9138545736367685,False
delhi,6.0,47272.0,1056.0,2.596479548988558,False
delhi,7.0,10043.0,259.0,0.551625573500002,False
delhi,8.0,10943.0,984.0,0.6010593100478464,False
delhi,9.0,35033.0,1175.0,1.924235658311816,False
delhi,10.0,86383.0,5400.0,4.744704960236051,False
delhi,11.0,58338.0,16409.0,3.204294803031277,False
delhi,12.0,37727.0,11602.0,2.0722073097116973,False
goa,1.0,44960.0,75.0,68.2018142653439,True
goa,2.0,336.0,37.0,0.509693273869118,False
goa,3.0,961.0,35.0,1.4577834410363764,False
goa,4.0,657.0,38.0,0.9966323837262219,False
goa,5.0,396.0,24.0,0.6007099299171749,False
goa,6.0,373.0,16.0,0.5658202117654197,False
goa,7.0,20.0,2.0,0.030338885349352262,False
goa,8.0,695.0,53.0,1.0542762658899913,False
goa,9.0,2225.0,39.0,3.37520099511544,False
goa,10.0,8275.0,204.0,12.552713813294499,True
goa,11.0,4636.0,704.0,7.032553623979855,False
goa,12.0,2387.0,352.0,3.620945966445193,False
gujarat,1.0,2552642.0,118830.0,75.42372330473745,True
gujarat,2.0,20413.0,3551.0,0.6031493894637813,False
gujarat,3.0,119809.0,3348.0,3.540034546723468,False
gujarat,4.0,47202.0,2393.0,1.39469247447555,False
gujarat,5.0,17849.0,173.0,0.527390067728361,False
gujarat,6.0,31883.0,1652.0,0.942057119692046,False
gujarat,7.0,21591.0,89.0,0.6379561293250625,False
gujarat,8.0,29178.0,2854.0,0.862131626207525,False
gujarat,9.0,95798.0,3339.0,2.830573909364195,False
gujarat,10.0,173944.0,9313.0,5.139578572521822,False
gujarat,11.0,163757.0,53571.0,4.838580050478638,False
gujarat,12.0,110335.0,34786.0,3.260103261964743,False
haryana,1.0,1260286.0,17404.0,69.57098245608225,True
haryana,2.0,9607.0,885.0,0.530330757031009,False
haryana,3.0,54919.0,942.0,3.03166803844967,False
haryana,4.0,31914.0,802.0,1.7617337129059663,False
haryana,5.0,38443.0,1047.0,2.1221510661541663,False
haryana,6.0,37265.0,928.0,2.0571224795212393,False
haryana,7.0,19491.0,156.0,1.0759526163517639,False
haryana,8.0,14744.0,1489.0,0.8139061810830848,False
haryana,9.0,40362.0,1675.0,2.228084731475547,False
haryana,10.0,158049.0,8337.0,8.724705508274583,False
haryana,11.0,95815.0,24743.0,5.289230923797868,False
haryana,12.0,50615.0,15930.0,2.7940763263375157,False
himachalpradesh,1.0,241929.0,224.0,66.51535938457985,True
himachalpradesh,2.0,1675.0,90.0,0.4605203467512008,False
himachalpradesh,3.0,8340.0,121.0,2.2929789205403073,False
himachalpradesh,4.0,2648.0,124.0,0.72803455414757,False
himachalpradesh,5.0,2768.0,225.0,0.7610270566013874,False
himachalpradesh,6.0,4247.0,217.0,1.1676596493446865,False
himachalpradesh,7.0,168.0,20.0,0.04618950343534432,False
himachalpradesh,8.0,2938.0,322.0,0.8077664350776287,False
himachalpradesh,9.0,12346.0,351.0,3.3943786274569105,False
himachalpradesh,10.0,47386.0,1930.0,13.028189343971583,True
himachalpradesh,11.0,28259.0,5809.0,7.769459390353542,False
himachalpradesh,12.0,11014.0,3196.0,3.0281618502195373,False
jammuandkashmir,1.0,529387.0,2216.0,69.93435731865037,True
jammuandkashmir,2.0,4062.0,582.0,0.5366081135886559,False
jammuandkashmir,3.0,19643.0,281.0,2.5949269264455856,False
jammuandkashmir,4.0,15160.0,447.0,2.0027028562294493,False
jammuandkashmir,5.0,5494.0,375.0,0.7257816287681131,False
jammuandkashmir,6.0,7179.0,446.0,0.9483775596880751,False
jammuandkashmir,7.0,2719.0,33.0,0.359191890902894,False
jammuandkashmir,8.0,5464.0,671.0,0.7218184964668676,False
jammuandkashmir,9.0,16804.0,716.0,2.2198825063377092,False
jammuandkashmir,10.0,88817.0,4404.0,11.733117386657717,True
jammuandkashmir,11.0,42884.0,14288.0,5.665165520220562,False
jammuandkashmir,12.0,19363.0,11640.0,2.55793769163396,False
jharkhand,1.0,1624918.0,21095.0,71.0605125011589,True
jharkhand,2.0,18722.0,2521.0,0.8187458782822867,False
jharkhand,3.0,129580.0,1006.0,5.666760544162948,False
jharkhand,4.0,13140.0,1190.0,0.5746352334488435,False
jharkhand,5.0,6516.0,676.0,0.2849561020664128,False
jharkhand,6.0,16105.0,2374.0,0.704299880874705,False
jharkhand,7.0,2945.0,645.0,0.12879001236733972,False
jharkhand,8.0,27872.0,2830.0,1.2188914175560248,False
jharkhand,9.0,71560.0,2852.0,3.129444239391114,False
jharkhand,10.0,170661.0,8756.0,7.4633046861197165,False
jharkhand,11.0,127400.0,46715.0,5.571425322784068,False
jharkhand,12.0,77248.0,25194.0,3.378190450034723,False
karnataka,1.0,1975633.0,45718.0,69.7176756551891,True
karnataka,2.0,21207.0,3449.0,0.7483691290941159,False
karnataka,3.0,109565.0,3041.0,3.866415034148951,False
karnataka,4.0,36082.0,2949.0,1.273289711697736,False
karnataka,5.0,26917.0,605.0,0.9498680552565811,False
karnataka,6.0,36193.0,2894.0,1.2772067661292656,False
karnataka,7.0,22226.0,549.0,0.7843283945511302,False
karnataka,8.0,29732.0,3683.0,1.0492059671913168,False
karnataka,9.0,79330.0,3804.0,2.799458811290433,False
karnataka,10.0,262312.0,18770.0,9.256670108498879,False
karnataka,11.0,144571.0,50393.0,5.101734020005915,False
karnataka,12.0,89993.0,40474.0,3.1757430581679054,False
kerala,1.0,1104772.0,2211.0,70.99027778670248,True
kerala,2.0,14086.0,1132.0,0.9051361302635215,False
kerala,3.0,39756.0,1001.0,2.5546352402922445,False
kerala,4.0,8529.0,269.0,0.5480552360512264,False
kerala,5.0,4916.0,5.0,0.31589160985201414,False
kerala,6.0,5975.0,142.0,0.3839406771492646,False
kerala,7.0,3068.0,14.0,0.19714309581488598,False
kerala,8.0,19998.0,1279.0,1.2850285626160658,False
kerala,9.0,50367.0,1315.0,3.2364753281969887,False
kerala,10.0,153778.0,8310.0,9.88144425952462,False
kerala,11.0,90567.0,24201.0,5.819641055628024,False
kerala,12.0,60417.0,14393.0,3.8822667600547476,False
ladakh,1.0,4247.0,15.0,58.225939128050456,True
ladakh,2.0,19.0,10.0,0.2604880723882643,False
ladakh,3.0,1281.0,0.0,17.562380038387715,True
ladakh,4.0,28.0,10.0,0.3838771593090211,False
ladakh,5.0,46.0,5.0,0.6306553331505347,False
ladakh,6.0,50.0,5.0,0.6854949273375377,False
ladakh,7.0,23.0,1.0,0.31532766657526734,False
ladakh,8.0,59.0,8.0,0.8088840142582945,False
ladakh,9.0,201.0,6.0,2.7556896078969015,False
ladakh,10.0,581.0,60.0,7.9654510556621885,False
ladakh,11.0,342.0,176.0,4.688785302988758,False
ladakh,12.0,416.0,167.0,5.703317795448314,False
lakshadweep,1.0,3035.0,1.0,72.57293161166906,True
lakshadweep,2.0,25.0,1.0,0.5978000956480153,False
lakshadweep,3.0,31.0,3.0,0.741272118603539,False
lakshadweep,4.0,6.0,2.0,0.1434720229555237,False
lakshadweep,5.0,2.0,0.0,0.04782400765184123,False
lakshadweep,6.0,27.0,2.0,0.6456241032998565,False
lakshadweep,7.0,17.0,0.0,0.40650406504065045,False
lakshadweep,8.0,65.0,3.0,1.5542802486848397,False
lakshadweep,9.0,93.0,3.0,2.223816355810617,False
lakshadweep,10.0,592.0,18.0,14.155906264945003,True
lakshadweep,11.0,185.0,71.0,4.423720707795313,False
lakshadweep,12.0,103.0,32.0,2.462936394069823,False
madhyapradesh,1.0,4816494.0,115601.0,77.38367812077203,True
madhyapradesh,2.0,35879.0,6759.0,0.5764460595809274,False
madhyapradesh,3.0,183139.0,5645.0,2.9423828675713226,False
madhyapradesh,4.0,77718.0,5698.0,1.2486478123278386,False
madhyapradesh,5.0,57921.0,846.0,0.9305814603803589,False
madhyapradesh,6.0,68421.0,3912.0,1.0992785708237867,False
madhyapradesh,7.0,69858.0,496.0,1.1223659753673298,False
madhyapradesh,8.0,63122.0,7779.0,1.0141427624200035,False
madhyapradesh,9.0,142851.0,8862.0,2.295100087995626,False
madhyapradesh,10.0,333107.0,37159.0,5.351827463664651,False
madhyapradesh,11.0,248905.0,110246.0,3.9990051690401276,False
madhyapradesh,12.0,126757.0,85691.0,2.0365275836645287,False
maharashtra,1.0,5477920.0,89549.0,63.23104752105395,True
maharashtra,2.0,53181.0,4528.0,0.6138626227139444,False
maharashtra,3.0,226147.0,4955.0,2.610390751187273,False
maharashtra,4.0,103355.0,4557.0,1.1930157644760293,False
maharashtra,5.0,49918.0,827.0,0.5761981610092829,False
maharashtra,6.0,67583.0,1987.0,0.780103375846195,False
maharashtra,7.0,35331.0,488.0,0.40782197256739006,False
maharashtra,8.0,90391.0,5346.0,1.0433736922911594,False
maharashtra,9.0,256600.0,6143.0,2.9619064889415037,False
maharashtra,10.0,1101665.0,23489.0,12.716401839983407,True
maharashtra,11.0,909698.0,77340.0,10.50054719086948,True
maharashtra,12.0,291549.0,60918.0,3.365319076166822,False
manipur,1.0,160929.0,3342.0,49.35821348717807,True
manipur,2.0,3918.0,207.0,1.2016819867318114,False
manipur,3.0,12777.0,149.0,3.9188082553528214,False
manipur,4.0,3596.0,171.0,1.1029220072199066,False
manipur,5.0,3805.0,114.0,1.1670239814993728,False
manipur,6.0,2860.0,172.0,0.8771849111926954,False
manipur,7.0,594.0,43.0,0.1821845584784829,False
manipur,8.0,2280.0,130.0,0.699294264866904,False
manipur,9.0,9946.0,105.0,3.0505178764764156,False
manipur,10.0,58789.0,1041.0,18.031057253184397,True
manipur,11.0,54149.0,2977.0,16.607932082578063,True
manipur,12.0,12399.0,1545.0,3.8028726272301507,False
meghalaya,1.0,73518.0,86042.0,62.02846704858973,True
meghalaya,2.0,941.0,686.0,0.7939387291918023,False
meghalaya,3.0,12481.0,507.0,10.530445567526977,True
meghalaya,4.0,1355.0,491.0,1.1432380213123192,False
meghalaya,5.0,1413.0,496.0,1.1921736709330677,False
meghalaya,6.0,374.0,67.0,0.3155505682441383,False
meghalaya,7.0,22.0,4.0,0.018561798132008134,False
meghalaya,8.0,1221.0,516.0,1.0301797963264514,False
meghalaya,9.0,4198.0,555.0,3.5419285708259154,False
meghalaya,10.0,13770.0,2258.0,11.617998194443272,True
meghalaya,11.0,5992.0,6370.0,5.055558836681488,False
meghalaya,12.0,3237.0,2742.0,2.731115479695924,False
mizoram,1.0,106138.0,2345.0,82.38672969595355,True
mizoram,2.0,837.0,63.0,0.6496984374636146,False
mizoram,3.0,5449.0,56.0,4.229637736844965,False
mizoram,4.0,736.0,51.0,0.5712999402308486,False
mizoram,5.0,252.0,28.0,0.19560813170947533,False
mizoram,6.0,716.0,32.0,0.5557754853332713,False
mizoram,7.0,22.0,3.0,0.01707690038733515,False
mizoram,8.0,738.0,44.0,0.5728523857206064,False
mizoram,9.0,2266.0,99.0,1.7589207398955204,False
mizoram,10.0,7933.0,365.0,6.15777503512408,False
mizoram,11.0,2421.0,1006.0,1.8792352653517455,False
mizoram,12.0,1320.0,516.0,1.024614023240109,False
nagaland,1.0,74124.0,9203.0,71.18888237949348,True
nagaland,2.0,783.0,153.0,0.7519952364031002,False
nagaland,3.0,2846.0,110.0,2.7333058017921115,False
nagaland,4.0,759.0,98.0,0.7289455739846143,False
nagaland,5.0,531.0,82.0,0.509973781008999,False
nagaland,6.0,664.0,60.0,0.6377073269114413,False
nagaland,7.0,44.0,24.0,0.04225771443389069,False
nagaland,8.0,970.0,120.0,0.9315905227471355,False
nagaland,9.0,3242.0,114.0,3.1136252316971276,False
nagaland,10.0,13491.0,676.0,12.956791486991348,True
nagaland,11.0,4402.0,1531.0,4.22769224859061,False
nagaland,12.0,2266.0,443.0,2.1762722933453706,False
odisha,1.0,1672717.0,4239.0,69.0440181583881,True
odisha,2.0,20637.0,2488.0,0.8518245481660408,False
odisha,3.0,97063.0,2334.0,4.006427587277241,False
odisha,4.0,23268.0,2485.0,0.9604232004035197,False
odisha,5.0,12279.0,1439.0,0.5068349870102639,False
odisha,6.0,20060.0,2654.0,0.8280079680288208,False
odisha,7.0,1013.0,108.0,0.0418131640883946,False
odisha,8.0,24480.0,3509.0,1.01045040166229,False
odisha,9.0,76484.0,3113.0,3.1569970800955307,False
odisha,10.0,286797.0,9822.0,11.837996072121722,True
odisha,11.0,123407.0,25252.0,5.093817512987672,False
odisha,12.0,64476.0,21918.0,2.661348043201708,False
puducherry,1.0,36040.0,104.0,57.2572445348246,True
puducherry,2.0,1046.0,84.0,1.6617946110828674,False
puducherry,3.0,1631.0,65.0,2.5911921708185055,False
puducherry,4.0,1109.0,65.0,1.7618835790543976,False
puducherry,5.0,489.0,3.0,0.7768810371123538,False
puducherry,6.0,770.0,26.0,1.2233096085409254,False
puducherry,7.0,437.0,2.0,0.6942679206914082,False
puducherry,8.0,1330.0,54.0,2.1129893238434163,False
puducherry,9.0,3361.0,88.0,5.339667005592273,False
puducherry,10.0,8243.0,314.0,13.095767666497204,True
puducherry,11.0,5669.0,918.0,9.006418403660396,False
puducherry,12.0,2818.0,470.0,4.476995424504322,False
punjab,1.0,1325712.0,20686.0,73.24893694139696,True
punjab,2.0,9401.0,699.0,0.519428998293802,False
punjab,3.0,62772.0,749.0,3.4683115712050356,False
punjab,4.0,18893.0,730.0,1.0438859764668442,False
punjab,5.0,18113.0,839.0,1.0007890060733575,False
punjab,6.0,16979.0,804.0,0.9381326414243659,False
punjab,7.0,20580.0,51.0,1.1370969880742947,False
punjab,8.0,16288.0,1194.0,0.8999531458578286,False
punjab,9.0,46271.0,1247.0,2.556589637278216,False
punjab,10.0,149552.0,5452.0,8.263125790111124,False
punjab,11.0,83304.0,16270.0,4.602756438024346,False
punjab,12.0,42006.0,9344.0,2.3209376132676787,False
rajasthan,1.0,2795314.0,60028.0,66.12112028528946,True
rajasthan,2.0,28271.0,4825.0,0.6687299500469065,False
rajasthan,3.0,310037.0,5463.0,7.333699816868619,False
rajasthan,4.0,53308.0,5152.0,1.2609619814332882,False
rajasthan,5.0,33792.0,2531.0,0.7993251909018096,False
rajasthan,6.0,49760.0,4150.0,1.1770366210722671,False
rajasthan,7.0,12646.0,1592.0,0.2991319354919592,False
rajasthan,8.0,76644.0,6437.0,1.81295809456316,False
rajasthan,9.0,161909.0,7730.0,3.8298396760689246,False
rajasthan,10.0,292857.0,24794.0,6.927319407905164,False
rajasthan,11.0,261857.0,80677.0,6.194036947028148,False
rajasthan,12.0,151170.0,53951.0,3.575816439057368,False
sikkim,1.0,18163.0,656.0,63.882245357343834,True
sikkim,2.0,281.0,54.0,0.9883230163196399,False
sikkim,3.0,2005.0,44.0,7.051913337084975,False
sikkim,4.0,216.0,49.0,0.7597073719752392,False
sikkim,5.0,272.0,24.0,0.9566685424873381,False
sikkim,6.0,131.0,5.0,0.460748452447946,False
sikkim,7.0,57.0,0.0,0.20047833427124365,False
sikkim,8.0,428.0,46.0,1.5053460889138999,False
sikkim,9.0,1715.0,38.0,6.031935846933034,False
sikkim,10.0,2170.0,109.0,7.632245357343838,False
sikkim,11.0,1903.0,446.0,6.693162633652223,False
sikkim,12.0,1090.0,143.0,3.8337084974676423,False
tamilnadu,1.0,2983414.0,7387.0,66.7281742144256,True
tamilnadu,2.0,32994.0,3766.0,0.7379563748211808,False
tamilnadu,3.0,155571.0,3633.0,3.4795602590563712,False
tamilnadu,4.0,32261.0,2750.0,0.7215618175457996,False
tamilnadu,5.0,13975.0,187.0,0.3125701745203977,False
tamilnadu,6.0,33436.0,2709.0,0.7478423152246166,False
tamilnadu,7.0,11529.0,280.0,0.25786200658645186,False
tamilnadu,8.0,44136.0,3911.0,0.9871625919593755,False
tamilnadu,9.0,142926.0,3791.0,3.196737371270294,False
tamilnadu,10.0,509641.0,19854.0,11.398824780876565,True
tamilnadu,11.0,377495.0,66644.0,8.443196996821289,False
tamilnadu,12.0,133617.0,37921.0,2.988528730511054,False
telangana,1.0,1124052.0,14137.0,55.29855162869822,True
telangana,2.0,22229.0,2533.0,1.0935717423698663,False
telangana,3.0,95348.0,2555.0,4.6907138643880515,False
telangana,4.0,26602.0,2372.0,1.3087046421576851,False
telangana,5.0,19874.0,452.0,0.9777158130306681,False
telangana,6.0,28678.0,1732.0,1.4108349645815386,False
telangana,7.0,28525.0,106.0,1.4033080188537692,False
telangana,8.0,24857.0,2861.0,1.2228581042821434,False
telangana,9.0,100751.0,2995.0,4.95651835959811,False
telangana,10.0,327508.0,12532.0,16.111993081113418,True
telangana,11.0,158333.0,32300.0,7.789306522319854,False
telangana,12.0,75939.0,17656.0,3.735874062882958,False
tripura,1.0,218815.0,1368.0,73.44165346508069,True
tripura,2.0,1910.0,250.0,0.6410600649786536,False
tripura,3.0,9991.0,217.0,3.3533147168595443,False
tripura,4.0,3183.0,192.0,1.0683215637837984,False
tripura,5.0,905.0,19.0,0.3037483553956448,False
tripura,6.0,1623.0,130.0,0.5447332384609188,False
tripura,7.0,391.0,13.0,0.1312327148725935,False
tripura,8.0,2611.0,200.0,0.8763391778320759,False
tripura,9.0,6952.0,223.0,2.3333243831055497,False
tripura,10.0,25262.0,912.0,8.478774534811912,False
tripura,11.0,16650.0,3167.0,5.588298472196118,False
tripura,12.0,9650.0,2250.0,3.238863679080633,False
uttarakhand,1.0,435497.0,4850.0,65.65492558554648,True
uttarakhand,2.0,4235.0,255.0,0.6384627445304774,False
uttarakhand,3.0,27901.0,495.0,4.206316183033023,False
uttarakhand,4.0,12186.0,467.0,1.8371445111802591,False
uttarakhand,5.0,3275.0,169.0,0.49373447186241165,False
uttarakhand,6.0,11200.0,502.0,1.6884965144607664,False
uttarakhand,7.0,5459.0,89.0,0.8229912921822612,False
uttarakhand,8.0,6921.0,695.0,1.0434003907663363,False
uttarakhand,9.0,24371.0,737.0,3.6741382637431554,False
uttarakhand,10.0,61865.0,3688.0,9.326681863135297,False
uttarakhand,11.0,48088.0,9194.0,7.249680391731192,False
uttarakhand,12.0,22313.0,6291.0,3.3638770292109896,False
uttarpradesh,1.0,6904364.0,324284.0,63.12287237811387,True
uttarpradesh,2.0,85025.0,14088.0,0.7773376699069069,False
uttarpradesh,3.0,582204.0,14438.0,5.322776839405831,False
uttarpradesh,4.0,133426.0,12947.0,1.21984188115259,False
uttarpradesh,5.0,96006.0,4305.0,0.877731024252661,False
uttarpradesh,6.0,130099.0,11261.0,1.1894249164036304,False
uttarpradesh,7.0,117825.0,4260.0,1.0772103611500299,False
uttarpradesh,8.0,131905.0,14051.0,1.2059361993422,False
uttarpradesh,9.0,513451.0,17244.0,4.6942052802278305,False
uttarpradesh,10.0,978610.0,63241.0,8.946902877360754,False
uttarpradesh,11.0,791982.0,195115.0,7.240663834027779,False
uttarpradesh,12.0,473077.0,120004.0,4.325087596195822,False
westbengal,1.0,1920842.0,35566.0,52.576760583619944,True
westbengal,2.0,74910.0,6051.0,2.0504159818032766,False
westbengal,3.0,167628.0,6182.0,4.588267657158186,False
westbengal,4.0,72541.0,5825.0,1.9855723633158657,False
westbengal,5.0,46327.0,4115.0,1.2680499424509464,False
westbengal,6.0,76239.0,6057.0,2.0867930054291817,False
westbengal,7.0,46825.0,2718.0,1.281681061913475,False
westbengal,8.0,61037.0,6416.0,1.6706880293862847,False
westbengal,9.0,249877.0,6577.0,6.839564734815877,False
westbengal,10.0,424877.0,31405.0,11.629616754780814,True
westbengal,11.0,344591.0,85222.0,9.432050374924215,False
westbengal,12.0,167710.0,51771.0,4.590512138676112,False
